Event,Label,Mean,Std,Skewness,Kurtosis,RMS,Peak,Energy,Zero_Cross,Dominant_Freq,SpectralCentroid,SpectralEntropy,Back_Azimuth,Slowness,Beam_Power,N_Trace,N_Station,Source_Files
20230816_115000-115200,Rockfall,6.530362397720787e-11,3.4521766561099777e-06,-0.0033092723050938528,3.236390009837325,3.4521766579358046e-06,1.8154845410303167e-05,1.4351258760545082e-07,278.8,0.9549359775574257,1.183407552810563,6.14716645756051,354.0,0.9899999999999999,0.6158942848279695,5,5,20230816_115000-115200_R0279.mseed;20230816_115000-115200_R265F.mseed;20230816_115000-115200_R6940.mseed;20230816_115000-115200_R7D17.mseed;20230816_115000-115200_RE5DE.mseed
20230826_225100-225300,Rockfall,-3.691884466491514e-12,2.5883265136020496e-06,-0.006019852547448662,1.5501967578815634,2.588326514302499e-06,1.2123276127262622e-05,8.084279015319374e-08,294.4,1.0182484792933921,1.233909669666756,6.197466937335845,350.0,1.0499999999999998,0.5219781187226252,5,5,20230826_225100-225300_R0279.mseed;20230826_225100-225300_R265F.mseed;20230826_225100-225300_R6940.mseed;20230826_225100-225300_R7D17.mseed;20230826_225100-225300_RE5DE.mseed
20230821_182200-182400,Rockfall,5.894857156077284e-11,2.1830035167940537e-06,-0.007032114913536773,0.6424267767434912,2.183003517625597e-06,8.221181584711507e-06,5.74313487346429e-08,264.8,0.9699191734022165,1.1082722935047766,5.890828240511289,114.0,0.12999999999999998,0.5768202804419674,5,5,20230821_182200-182400_R0279.mseed;20230821_182200-182400_R265F.mseed;20230821_182200-182400_R6940.mseed;20230821_182200-182400_R7D17.mseed;20230821_182200-182400_RE5DE.mseed
20230906_065100-065300,Rockfall,7.764274200632715e-11,3.6783037123356626e-06,0.008716563522839227,1.420348535588293,3.678303713354911e-06,1.636838278400304e-05,1.6282596456526781e-07,289.0,1.2898925089575868,1.1943920772974561,6.179805855943629,358.0,1.0899999999999999,0.5750367901266409,5,5,20230906_065100-065300_R0279.mseed;20230906_065100-065300_R265F.mseed;20230906_065100-065300_R6940.mseed;20230906_065100-065300_R7D17.mseed;20230906_065100-065300_RE5DE.mseed
20230901_182900-183100,Rockfall,3.127161859745482e-11,3.393913351994655e-06,0.00043632742687504494,0.9281823757820875,3.393913352184796e-06,1.2992537775479015e-05,1.3855913467132404e-07,269.2,0.9182568119323389,1.1192452763425744,5.919015138258386,308.0,0.18999999999999997,0.8346326257723155,5,5,20230901_182900-183100_R0279.mseed;20230901_182900-183100_R265F.mseed;20230901_182900-183100_R6940.mseed;20230901_182900-183100_R7D17.mseed;20230901_182900-183100_RE5DE.mseed
20230816_141300-141500,Rockfall,2.1399212113876956e-12,2.700781483598259e-06,-0.005950369711004993,0.5097112521118276,2.700781484471245e-06,1.0722441198304563e-05,8.778975083994787e-08,266.0,0.91327125517318,1.1009985520852368,5.929243504994816,352.0,1.0499999999999998,0.5049803714986004,5,5,20230816_141300-141500_R0279.mseed;20230816_141300-141500_R265F.mseed;20230816_141300-141500_R6940.mseed;20230816_141300-141500_R7D17.mseed;20230816_141300-141500_RE5DE.mseed
20230906_180040-180240,Rockfall,5.782879101882878e-11,2.9256226479165812e-06,0.002530909395078554,1.1084798696120526,2.925622648671614e-06,1.169003070572676e-05,1.0334311940896818e-07,264.0,0.9699191734022165,1.115547695341869,5.9771953351946205,352.0,0.8699999999999999,0.5684559141648762,5,5,20230906_180040-180240_R0279.mseed;20230906_180040-180240_R265F.mseed;20230906_180040-180240_R6940.mseed;20230906_180040-180240_R7D17.mseed;20230906_180040-180240_RE5DE.mseed
20230905_095920-100120,Rockfall,-6.798242364278545e-11,4.338184214027448e-06,0.0013393520206885375,1.103276970996814,4.3381842146630506e-06,1.9110145472034163e-05,2.2642965503053015e-07,296.4,1.2498958420131656,1.2382018964472978,6.2339125731585385,0.0,1.3899999999999997,0.6410191107546477,5,5,20230905_095920-100120_R0279.mseed;20230905_095920-100120_R265F.mseed;20230905_095920-100120_R6940.mseed;20230905_095920-100120_R7D17.mseed;20230905_095920-100120_RE5DE.mseed
20230818_210900-211100,Rockfall,-1.021226635123077e-10,2.80621867424705e-06,-0.011058922106316486,1.9133861806464396,2.806218676604281e-06,1.2547372394973596e-05,9.49871348325395e-08,276.0,0.9232563953003916,1.1357692406965783,6.021704559752722,356.0,1.0299999999999998,0.5949806144606714,5,5,20230818_210900-211100_R0279.mseed;20230818_210900-211100_R265F.mseed;20230818_210900-211100_R6940.mseed;20230818_210900-211100_R7D17.mseed;20230818_210900-211100_RE5DE.mseed
20230902_083000-083200,Rockfall,6.896585412416963e-11,2.939173993490548e-06,-0.0011389223157890808,0.9237206765771248,2.9391739945433048e-06,1.2412235809620426e-05,1.0565213595646726e-07,305.8,1.139905007916007,1.2407154341418372,6.204610679772519,346.0,1.3899999999999997,0.4611928709961337,5,5,20230902_083000-083200_R0279.mseed;20230902_083000-083200_R265F.mseed;20230902_083000-083200_R6940.mseed;20230902_083000-083200_R7D17.mseed;20230902_083000-083200_RE5DE.mseed
20230824_160000-160200,Rockfall,7.333052949477964e-11,3.4506113469409777e-06,-0.005392728960629615,0.5908481558291563,3.4506113478740764e-06,1.240622476234838e-05,1.4327341399584491e-07,300.0,1.3682193150570785,1.2343505295620643,6.25752402949013,356.0,1.3099999999999998,0.5669914613361512,5,5,20230824_160000-160200_R0279.mseed;20230824_160000-160200_R265F.mseed;20230824_160000-160200_R6940.mseed;20230824_160000-160200_R7D17.mseed;20230824_160000-160200_RE5DE.mseed
20230825_000700-000900,Rockfall,-4.772025061262898e-11,3.4100744431672055e-06,0.006017441047909775,1.5740143067498549,3.4100744438242714e-06,1.619974710970812e-05,1.4002427811275368e-07,281.2,0.9449212565619531,1.127921751830144,6.04664291342848,356.0,1.13,0.5782631753180192,5,5,20230825_000700-000900_R0279.mseed;20230825_000700-000900_R265F.mseed;20230825_000700-000900_R6940.mseed;20230825_000700-000900_R7D17.mseed;20230825_000700-000900_RE5DE.mseed
20230904_212540-212740,Rockfall,4.4122377481117254e-11,2.5557270916831135e-06,-0.0002865307365807145,1.0193993996652801,2.555727092382105e-06,1.076308136564924e-05,7.846269618922225e-08,283.8,1.03324722939755,1.1704255479771442,6.164284755952861,188.0,0.4699999999999999,0.6240766696730149,5,5,20230904_212540-212740_R0279.mseed;20230904_212540-212740_R265F.mseed;20230904_212540-212740_R6940.mseed;20230904_212540-212740_R7D17.mseed;20230904_212540-212740_RE5DE.mseed
20230907_203630-203830,Rockfall,-5.0091663258214667e-11,2.635203903832295e-06,0.002255529876063899,1.5481294197635123,2.6352039043824845e-06,1.1863270817387682e-05,8.359308980800795e-08,275.8,0.888259311724023,1.1452848229801564,6.009643974500743,0.0,1.17,0.5938991048550764,5,5,20230907_203630-203830_R0279.mseed;20230907_203630-203830_R265F.mseed;20230907_203630-203830_R6940.mseed;20230907_203630-203830_R7D17.mseed;20230907_203630-203830_RE5DE.mseed
20230906_183640-183840,Rockfall,5.874090339346068e-11,2.4732389777963123e-06,-0.004795870843805793,1.0312967575433023,2.4732389806660794e-06,1.0051384627881471e-05,7.38909738807366e-08,271.8,0.9865844512957253,1.1326664863462472,5.980911118392305,354.0,1.0899999999999999,0.4774164015941111,5,5,20230906_183640-183840_R0279.mseed;20230906_183640-183840_R265F.mseed;20230906_183640-183840_R6940.mseed;20230906_183640-183840_R7D17.mseed;20230906_183640-183840_RE5DE.mseed
20230819_001100-001300,Rockfall,-4.286149608215172e-11,2.8022660938673414e-06,0.014061657544908674,0.5501596421176969,2.8022660945509368e-06,1.1801458967281879e-05,9.438515970459629e-08,280.4,0.9199387551037412,1.1708635937975413,6.213607211886346,342.0,0.9099999999999998,0.46114301184899575,5,5,20230819_001100-001300_R0279.mseed;20230819_001100-001300_R265F.mseed;20230819_001100-001300_R6940.mseed;20230819_001100-001300_R7D17.mseed;20230819_001100-001300_RE5DE.mseed
20230903_051540-051740,Rockfall,-5.651654654063521e-12,2.7351026621876623e-06,0.019201875930946483,0.5266042513595663,2.7351026624581178e-06,1.0666981590265578e-05,8.990826978570526e-08,287.0,0.931589034247146,1.1920955388541508,6.169047626426925,346.0,0.9299999999999998,0.6194084335402812,5,5,20230903_051540-051740_R0279.mseed;20230903_051540-051740_R265F.mseed;20230903_051540-051740_R6940.mseed;20230903_051540-051740_R7D17.mseed;20230903_051540-051740_RE5DE.mseed
20230820_002920-003120,Rockfall,1.3225811460021807e-10,4.148094989629245e-06,-0.009468631084370495,1.6721638548943816,4.148094991823038e-06,1.8083054608064808e-05,2.077885258662412e-07,304.2,1.1582636169208123,1.2561008524363426,6.268107041140568,354.0,1.4099999999999997,0.676288589647323,5,5,20230820_002920-003120_R0279.mseed;20230820_002920-003120_R265F.mseed;20230820_002920-003120_R6940.mseed;20230820_002920-003120_R7D17.mseed;20230820_002920-003120_RE5DE.mseed
20230817_190120-190320,Rockfall,-1.6781008190769963e-11,2.457559867790141e-06,-0.015916822230435453,0.22905142376936719,2.4575598689003614e-06,8.200761231474016e-06,7.252994968481881e-08,250.8,0.8982584784601283,1.0381967435992179,5.712775420278885,174.0,0.44999999999999996,0.6935024125314894,5,5,20230817_190120-190320_R0279.mseed;20230817_190120-190320_R265F.mseed;20230817_190120-190320_R6940.mseed;20230817_190120-190320_R7D17.mseed;20230817_190120-190320_RE5DE.mseed
20230824_191040-191240,Rockfall,9.613019650189377e-12,2.8095810765749208e-06,-0.00046705637457580465,1.2893597329799735,2.8095810770114413e-06,1.1774499139054134e-05,9.50475467046032e-08,270.4,1.0032497291892342,1.1360382553156554,6.013933524227131,352.0,1.0299999999999998,0.6151026126354178,5,5,20230824_191040-191240_R0279.mseed;20230824_191040-191240_R265F.mseed;20230824_191040-191240_R6940.mseed;20230824_191040-191240_R7D17.mseed;20230824_191040-191240_RE5DE.mseed
20230818_022400-022600,Rockfall,-1.4387608305004923e-11,3.0639820023521547e-06,0.00038415244420528515,2.4907417682984225,3.0639820038997856e-06,1.4823980227194614e-05,1.1630773976675031e-07,304.6,1.2632444518512345,1.2301512919246431,6.301166790563412,100.0,0.8099999999999998,0.41770417551246003,5,5,20230818_022400-022600_R0279.mseed;20230818_022400-022600_R265F.mseed;20230818_022400-022600_R6940.mseed;20230818_022400-022600_R7D17.mseed;20230818_022400-022600_RE5DE.mseed
20230819_002000-002200,Rockfall,1.0919704060646465e-11,2.7427335019081196e-06,-0.03056115869663279,0.29416018769822616,2.742733502202717e-06,9.494368714857897e-06,9.053390380375643e-08,295.6,0.9832513957170235,1.2153877979747547,6.274606759903891,200.0,0.5499999999999999,0.5083651660439723,5,5,20230819_002000-002200_R0279.mseed;20230819_002000-002200_R265F.mseed;20230819_002000-002200_R6940.mseed;20230819_002000-002200_R7D17.mseed;20230819_002000-002200_RE5DE.mseed
20230818_055040-055240,Rockfall,-4.665616912222046e-11,3.444410879423933e-06,0.0035098080035948914,0.5830548920487748,3.444410880317264e-06,1.2843407342526814e-05,1.4326143632243415e-07,287.2,0.9332705607866011,1.1902945286604496,6.187619251153454,0.0,1.0299999999999998,0.48244214876844616,5,5,20230818_055040-055240_R0279.mseed;20230818_055040-055240_R265F.mseed;20230818_055040-055240_R6940.mseed;20230818_055040-055240_R7D17.mseed;20230818_055040-055240_RE5DE.mseed
20230819_182720-182920,Rockfall,-1.3987843967801168e-11,2.1702164080180873e-06,0.020568272048386647,0.3567235856829386,2.170216408801451e-06,8.31028119972797e-06,5.680965616624595e-08,269.8,0.8849262561453213,1.0987448804712272,5.903855504009939,198.0,0.16999999999999998,0.49051170985037995,5,5,20230819_182720-182920_R0279.mseed;20230819_182720-182920_R265F.mseed;20230819_182720-182920_R6940.mseed;20230819_182720-182920_R7D17.mseed;20230819_182720-182920_RE5DE.mseed
20230822_180500-180700,Rockfall,-3.4840114164848405e-11,3.094453829308554e-06,0.009646183445057077,1.0830438050045197,3.0944538322774338e-06,1.2568999175645497e-05,1.1504162134862692e-07,259.6,0.9599200066661112,1.0829480634237965,5.718331037638239,358.0,0.9699999999999999,0.5597586090904354,5,5,20230822_180500-180700_R0279.mseed;20230822_180500-180700_R265F.mseed;20230822_180500-180700_R6940.mseed;20230822_180500-180700_R7D17.mseed;20230822_180500-180700_RE5DE.mseed
20230909_130930-131130,Rockfall,3.246211678712557e-11,2.5636291592636038e-06,0.012583560858132364,3.6104530543334086,2.5636291595381246e-06,1.3437045390784939e-05,7.973663552133547e-08,295.0,1.2798933422214815,1.1948344398739208,6.21633342487751,352.0,1.0699999999999998,0.4786369299600556,5,5,20230909_130930-131130_R0279.mseed;20230909_130930-131130_R265F.mseed;20230909_130930-131130_R6940.mseed;20230909_130930-131130_R7D17.mseed;20230909_130930-131130_RE5DE.mseed
20230823_142100-142300,Rockfall,-2.2678487352231966e-11,3.565176944321507e-06,-0.02165755259428662,1.478896905619102,3.5651769445848267e-06,1.627084620831113e-05,1.530442578532187e-07,276.0,0.933255562036497,1.1004933112558188,5.954257757031916,166.0,0.10999999999999999,0.7542036857045268,5,5,20230823_142100-142300_R0279.mseed;20230823_142100-142300_R265F.mseed;20230823_142100-142300_R6940.mseed;20230823_142100-142300_R7D17.mseed;20230823_142100-142300_RE5DE.mseed
20230901_121740-121940,Rockfall,-4.082341923721158e-12,3.0030456215167647e-06,-0.013581305139973113,1.6568054973139525,3.0030456224649715e-06,1.3637173109386961e-05,1.1326139208880315e-07,301.6,1.0632447296058662,1.237032240499071,6.26195191894992,168.0,0.32999999999999996,0.4884325199634208,5,5,20230901_121740-121940_R0279.mseed;20230901_121740-121940_R265F.mseed;20230901_121740-121940_R6940.mseed;20230901_121740-121940_R7D17.mseed;20230901_121740-121940_RE5DE.mseed
20230904_081040-081240,Rockfall,1.226524709065914e-10,1.2065399489478379e-05,0.028037711671821397,21.434373962057528,1.2065399491386881e-05,0.00013928761017971712,4.6688560762061574e-06,299.6,1.1149070910757435,1.2114947487226546,6.224109453584573,332.0,0.20999999999999996,0.5464750466016766,5,5,20230904_081040-081240_R0279.mseed;20230904_081040-081240_R265F.mseed;20230904_081040-081240_R6940.mseed;20230904_081040-081240_R7D17.mseed;20230904_081040-081240_RE5DE.mseed
20230910_020130-020330,Rockfall,-6.330264886814656e-11,4.604767717643022e-06,0.0019272149936175411,0.7898298285343063,4.604767718464304e-06,1.8084970560694112e-05,2.5485892087564926e-07,315.2,1.3015582034830429,1.3260973756425423,6.168637410509117,2.0,1.0899999999999999,0.6568486244526701,5,5,20230910_020130-020330_R0279.mseed;20230910_020130-020330_R265F.mseed;20230910_020130-020330_R6940.mseed;20230910_020130-020330_R7D17.mseed;20230910_020130-020330_RE5DE.mseed
20230907_190700-190900,Rockfall,7.54415407167807e-11,2.391710176821452e-06,0.011892537878358408,1.6108024969164165,2.3917101781849198e-06,1.1266247038826516e-05,6.887622285649859e-08,283.6,1.0599116740271644,1.1538068228441989,6.010009768490952,2.0,1.4699999999999998,0.5098797859232566,5,5,20230907_190700-190900_R0279.mseed;20230907_190700-190900_R265F.mseed;20230907_190700-190900_R6940.mseed;20230907_190700-190900_R7D17.mseed;20230907_190700-190900_RE5DE.mseed
20230906_052300-052500,Rockfall,3.4609656127560265e-11,4.463867643498328e-06,-0.0008774639939360066,2.596621530067467,4.463867644123773e-06,2.104910038190399e-05,2.397914585728134e-07,287.0,0.9965836180318306,1.158888465760242,6.033574817119505,356.0,1.1099999999999999,0.6213865386292969,5,5,20230906_052300-052500_R0279.mseed;20230906_052300-052500_R265F.mseed;20230906_052300-052500_R6940.mseed;20230906_052300-052500_R7D17.mseed;20230906_052300-052500_RE5DE.mseed
20230901_040100-040300,Rockfall,3.138268446641409e-12,3.0419314958080813e-06,0.01873693007383349,0.39847427642642386,3.0419314958345935e-06,1.1750962153528839e-05,1.113012271211533e-07,310.0,1.0749104241313223,1.2443155875488217,6.1714232014974435,190.0,1.0499999999999998,0.4813058255120025,4,4,20230901_040100-040300_R0279.mseed;20230901_040100-040300_R6940.mseed;20230901_040100-040300_R7D17.mseed;20230901_040100-040300_RE5DE.mseed
20230831_002030-002230,Rockfall,4.041185029328313e-12,4.0314018025674016e-06,-0.002121421609730796,0.6003269774749735,4.03140180266636e-06,1.5271914431841026e-05,1.9538916163123143e-07,312.8,1.274893758853429,1.267752984977514,6.207155936341275,348.0,1.3299999999999998,0.5611743349205627,5,5,20230831_002030-002230_R0279.mseed;20230831_002030-002230_R265F.mseed;20230831_002030-002230_R6940.mseed;20230831_002030-002230_R7D17.mseed;20230831_002030-002230_RE5DE.mseed
20230820_062200-062400,Rockfall,-1.2850265341542078e-10,2.631240363705547e-06,-0.006812524494126624,1.1624751651822276,2.631240368831287e-06,1.1191098514177947e-05,8.362533944016728e-08,274.0,0.9915993111685136,1.1727863330894324,6.127459945873144,346.0,1.2499999999999998,0.5201068709678801,5,5,20230820_062200-062400_R0279.mseed;20230820_062200-062400_R265F.mseed;20230820_062200-062400_R6940.mseed;20230820_062200-062400_R7D17.mseed;20230820_062200-062400_RE5DE.mseed
20230902_072250-072450,Rockfall,8.651998011250439e-11,3.1296413580204046e-06,0.002158968231332005,1.5482996911224194,3.129641359581445e-06,1.4755466832845382e-05,1.1794190384004477e-07,300.6,1.1299058411799017,1.2254848333853197,6.294438020677738,354.0,1.2299999999999998,0.5547934196630467,5,5,20230902_072250-072450_R0279.mseed;20230902_072250-072450_R265F.mseed;20230902_072250-072450_R6940.mseed;20230902_072250-072450_R7D17.mseed;20230902_072250-072450_RE5DE.mseed
20230823_121910-122110,VTB,-5.916519140529137e-11,5.995623992073892e-06,0.002243562067039097,2.96382715686728,5.995623992588972e-06,2.849066673219988e-05,4.329466660666163e-07,283.8,0.989917506874427,1.1658264347336105,5.672763632548815,348.0,1.0299999999999998,0.6824416513593209,5,5,20230823_121910-122110_R0279.mseed;20230823_121910-122110_R265F.mseed;20230823_121910-122110_R6940.mseed;20230823_121910-122110_R7D17.mseed;20230823_121910-122110_RE5DE.mseed
20230825_011640-011840,VTB,-8.735535135775382e-12,8.114267008355352e-06,0.009643866957310707,8.54970375367969,8.114267008512265e-06,5.1931289805171216e-05,7.962908139452491e-07,304.6,1.229897508540955,1.2669985313799257,5.980719925644605,354.0,1.2299999999999998,0.7683316842335917,5,5,20230825_011640-011840_R0279.mseed;20230825_011640-011840_R265F.mseed;20230825_011640-011840_R6940.mseed;20230825_011640-011840_R7D17.mseed;20230825_011640-011840_RE5DE.mseed
20230829_010550-010750,VTB,-2.1033581051144383e-11,1.134171279156252e-05,0.006405088275392256,9.629471558050987,1.1341712791596026e-05,7.332070906152957e-05,1.5529685469964934e-06,298.2,1.2248979251729022,1.2484407573690306,5.976835047259167,356.0,1.2299999999999998,0.7560525460882402,5,5,20230829_010550-010750_R0279.mseed;20230829_010550-010750_R265F.mseed;20230829_010550-010750_R6940.mseed;20230829_010550-010750_R7D17.mseed;20230829_010550-010750_RE5DE.mseed
20230905_053640-053840,VTB,3.365118042714666e-11,4.594416514067934e-05,-0.006951200427155624,12.117649882049959,4.594416514069579e-05,0.000283239769219262,2.5393417754331896e-05,273.2,0.9365886176151987,1.0226988281275895,5.03540536666169,0.0,1.3499999999999999,0.8913937429779998,5,5,20230905_053640-053840_R0279.mseed;20230905_053640-053840_R265F.mseed;20230905_053640-053840_R6940.mseed;20230905_053640-053840_R7D17.mseed;20230905_053640-053840_RE5DE.mseed
20230826_221130-221330,VTB,-5.962217578111057e-11,3.068070430463159e-05,0.0060012665568440855,5.606750432644331,3.068070430472816e-05,0.0001714622452347673,1.1356296222339261e-05,301.2,1.0832430630780767,1.236473414613449,6.055230896555632,356.0,1.3099999999999998,0.7375818827777666,5,5,20230826_221130-221330_R0279.mseed;20230826_221130-221330_R265F.mseed;20230826_221130-221330_R6940.mseed;20230826_221130-221330_R7D17.mseed;20230826_221130-221330_RE5DE.mseed
20230826_042500-042700,VTB,1.0190464478127617e-11,3.6631838737523033e-05,0.02266668055467299,16.209105713254445,3.6631838737524795e-05,0.00029905950209624946,2.0565492337646343e-05,274.6,1.0282476460294974,1.0806031344395692,5.5801961804004225,356.0,1.2699999999999998,0.728533059537548,5,5,20230826_042500-042700_R0279.mseed;20230826_042500-042700_R265F.mseed;20230826_042500-042700_R6940.mseed;20230826_042500-042700_R7D17.mseed;20230826_042500-042700_RE5DE.mseed
20230831_041650-041850,VTB,-4.855104756202188e-11,3.611536043727073e-05,0.0019187854320806025,21.792306299083595,3.6115360437346794e-05,0.0003165027442105464,1.8198683398893313e-05,285.4,1.0749104241313225,1.1445110477942837,6.138054710188269,0.0,1.3899999999999997,0.7420055313478133,5,5,20230831_041650-041850_R0279.mseed;20230831_041650-041850_R265F.mseed;20230831_041650-041850_R6940.mseed;20230831_041650-041850_R7D17.mseed;20230831_041650-041850_RE5DE.mseed
20230906_163720-163920,VTB,6.669078407486335e-12,1.3761497625263827e-05,0.01606801011100547,7.208660771578046,1.3761497625464599e-05,8.04419062707272e-05,2.2822490027512454e-06,291.2,1.2215648695942005,1.1985148895109954,6.2031636590034065,358.0,1.2699999999999998,0.7629735530180102,5,5,20230906_163720-163920_R0279.mseed;20230906_163720-163920_R265F.mseed;20230906_163720-163920_R6940.mseed;20230906_163720-163920_R7D17.mseed;20230906_163720-163920_RE5DE.mseed
20230829_122330-122530,VTB,2.965776369205064e-11,5.084099243866343e-06,0.007623631520744778,7.1064271668076895,5.084099244038727e-06,3.263855678986581e-05,3.156862054696483e-07,303.4,1.0165819515040413,1.1781742776199031,6.157479075738525,0.0,1.3499999999999999,0.6919280173449333,5,5,20230829_122330-122530_R0279.mseed;20230829_122330-122530_R265F.mseed;20230829_122330-122530_R6940.mseed;20230829_122330-122530_R7D17.mseed;20230829_122330-122530_RE5DE.mseed
20230826_195900-200100,VTB,3.608947628424916e-11,2.372073762014157e-06,0.0047860398711914625,1.0625207502547223,2.3720737632786517e-06,9.40336963473842e-06,6.765050626623046e-08,265.0,0.9782518123489709,1.106766149704286,5.791052212675812,356.0,1.0099999999999998,0.6261382550937071,5,5,20230826_195900-200100_R0279.mseed;20230826_195900-200100_R265F.mseed;20230826_195900-200100_R6940.mseed;20230826_195900-200100_R7D17.mseed;20230826_195900-200100_RE5DE.mseed
20230906_014730-014930,VTB,-1.1723755226881024e-10,1.153773476196351e-05,-0.003116803072426019,6.466242839731748,1.1537734762590411e-05,6.932009934283847e-05,1.604522704883661e-06,301.8,1.2948920923256395,1.2307575578129475,6.237261495284485,2.0,1.2699999999999998,0.7738042323037236,5,5,20230906_014730-014930_R0279.mseed;20230906_014730-014930_R265F.mseed;20230906_014730-014930_R6940.mseed;20230906_014730-014930_R7D17.mseed;20230906_014730-014930_RE5DE.mseed
20230826_082530-082730,VTB,-2.7684220906936418e-12,1.4417299087390831e-05,-0.005051788676288435,6.938683053346696,1.4417299087430348e-05,8.312246881728104e-05,2.5288028162179618e-06,304.4,1.1765686192817264,1.224251725695826,6.224914447845887,358.0,1.3299999999999998,0.8103361994371368,5,5,20230826_082530-082730_R0279.mseed;20230826_082530-082730_R265F.mseed;20230826_082530-082730_R6940.mseed;20230826_082530-082730_R7D17.mseed;20230826_082530-082730_RE5DE.mseed
20230821_121850-122050,VTB,6.462578018436762e-11,1.0547115122923875e-05,0.01211653816266638,7.487366787686833,1.054711512317188e-05,6.230605511300194e-05,1.3410653208009772e-06,278.4,0.9982501458211814,1.1066263319822867,5.692574725906248,356.0,1.2499999999999998,0.7424535998617001,5,5,20230821_121850-122050_R0279.mseed;20230821_121850-122050_R265F.mseed;20230821_121850-122050_R6940.mseed;20230821_121850-122050_R7D17.mseed;20230821_121850-122050_RE5DE.mseed
20230816_233740-233940,VTB,-1.0815410705962703e-10,9.00304162925102e-06,-0.0019839358142221433,6.849795074170563,9.003041630101655e-06,5.213043689816304e-05,9.78776041994988e-07,271.8,1.121573202233147,1.167084025116515,5.633798464094663,352.0,0.9499999999999998,0.6290112494987682,5,5,20230816_233740-233940_R0279.mseed;20230816_233740-233940_R265F.mseed;20230816_233740-233940_R6940.mseed;20230816_233740-233940_R7D17.mseed;20230816_233740-233940_RE5DE.mseed
20230817_061050-061250,VTB,1.89942573107709e-12,2.6264255181576788e-05,-0.005383428007762038,9.91080367931422,2.6264255181639814e-05,0.00016282389091173215,8.321690816984231e-06,270.0,0.9532694497680747,1.0700457735882676,5.547570248442007,358.0,1.3699999999999999,0.8552154869522096,5,5,20230817_061050-061250_R0279.mseed;20230817_061050-061250_R265F.mseed;20230817_061050-061250_R6940.mseed;20230817_061050-061250_R7D17.mseed;20230817_061050-061250_RE5DE.mseed
20230826_221940-222140,VTB,-2.5925774906769932e-11,1.6121879062241646e-05,-5.837242141028751e-05,8.651018130523308,1.612187906228475e-05,0.00010685253190950567,3.128254308218e-06,300.6,1.2915590367469378,1.2081781937149831,6.184256554243207,2.0,1.3299999999999998,0.803119666975463,5,5,20230826_221940-222140_R0279.mseed;20230826_221940-222140_R265F.mseed;20230826_221940-222140_R6940.mseed;20230826_221940-222140_R7D17.mseed;20230826_221940-222140_RE5DE.mseed
20230826_214000-214200,VTB,2.0605315877268777e-11,3.063174035901628e-06,-0.016835053221371805,3.923282398611703,3.0631740361143694e-06,1.836024749676034e-05,1.1270967045892678e-07,285.6,0.9115907007749355,1.1791558249399614,6.178522055213108,358.0,1.2699999999999998,0.6678910791622391,5,5,20230826_214000-214200_R0279.mseed;20230826_214000-214200_R265F.mseed;20230826_214000-214200_R6940.mseed;20230826_214000-214200_R7D17.mseed;20230826_214000-214200_RE5DE.mseed
20230823_040802-041000,VTB,-8.649287170778216e-11,4.954839952506524e-06,-0.003549007198905334,3.463583315265467,4.954839953529652e-06,2.6406558160555828e-05,2.9331890401192737e-07,296.0,1.3151427845097874,1.2436692021183173,6.133673638102038,2.0,1.4899999999999998,0.6453338841174687,5,5,20230823_040802-041000_R0279.mseed;20230823_040802-041000_R265F.mseed;20230823_040802-041000_R6940.mseed;20230823_040802-041000_R7D17.mseed;20230823_040802-041000_RE5DE.mseed
20230823_042755-042955,VTB,-2.9406538319293043e-12,8.51072820975101e-06,0.03806411011705801,20.345884076686026,8.510728209975342e-06,7.283629099354246e-05,1.0783587081585398e-06,297.8,1.1615698691775684,1.2008908841096548,6.127192045545684,10.0,1.2899999999999998,0.619708725187318,5,5,20230823_042755-042955_R0279.mseed;20230823_042755-042955_R265F.mseed;20230823_042755-042955_R6940.mseed;20230823_042755-042955_R7D17.mseed;20230823_042755-042955_RE5DE.mseed
20230826_043350-043550,VTB,-4.640421150981603e-11,1.4774361216791812e-05,0.009428728402274097,14.34925940581896,1.4774361216993744e-05,0.0001435671765661843,6.692214751402172e-06,297.2,1.2065661194900426,1.2093001591257606,6.217552805747724,358.0,1.3299999999999998,0.6404959025405217,5,5,20230826_043350-043550_R0279.mseed;20230826_043350-043550_R265F.mseed;20230826_043350-043550_R6940.mseed;20230826_043350-043550_R7D17.mseed;20230826_043350-043550_RE5DE.mseed
20230823_132010-132210,VTB,3.258074155076185e-11,4.590474677496782e-06,0.014422697826455213,3.547707961024726,4.590474677903832e-06,2.4018566085281403e-05,2.5381075688773824e-07,279.6,0.9582534788767602,1.1886186488264585,6.138773307880962,356.0,1.2899999999999998,0.6681557116844837,5,5,20230823_132010-132210_R0279.mseed;20230823_132010-132210_R265F.mseed;20230823_132010-132210_R6940.mseed;20230823_132010-132210_R7D17.mseed;20230823_132010-132210_RE5DE.mseed
20230822_125630-125830,VTB,-1.9178988696199938e-12,8.050392161910429e-06,0.008043276559839416,7.635044406010243,8.050392161997131e-06,4.7979830274391525e-05,7.810511316331577e-07,273.6,0.9882509790850762,1.0918237425656927,5.665614959942303,354.0,1.2299999999999998,0.7636268230028898,5,5,20230822_125630-125830_R0279.mseed;20230822_125630-125830_R265F.mseed;20230822_125630-125830_R6940.mseed;20230822_125630-125830_R7D17.mseed;20230822_125630-125830_RE5DE.mseed
