Event,Label,Mean,Std,Skewness,Kurtosis,RMS,Peak,Energy,Zero_Cross,Dominant_Freq,SpectralCentroid,SpectralEntropy,Back_Azimuth,Slowness,Beam_Power
20230831_204140-204340,Multiphase,-0.0010186659699034492,1.2070003788563601,-0.04842724866679931,-0.3819379706931114,1.207000808715452,3.431093206231142,4370.552856719266,72,1.1666666666666667,1.2197604420545232,4.335891092445811,168.0,0.3499999999999999,0.6755684779668256
20230830_112700-112900,Multiphase,0.00018758657044332948,1.1386667691646608,-0.05307986764511957,1.0921283931242272,1.1386667846163812,3.550996709077416,3889.686139165825,70,0.9333333333333333,1.0428196743068523,3.6611494055658858,358.0,1.3699999999999999,0.7094545107746966
20230908_093740-093940,Multiphase,0.01037743077080292,1.3152684593056858,-0.008722464611669489,-0.4505003520735458,1.3153093974855328,3.5293762324483495,5190.116433341265,58,0.9,1.0007344252806463,3.358258291358149,172.0,0.20999999999999996,0.8675511712319776
20230824_050840-051040,Multiphase,0.005976473499698746,1.026920521994972,0.011869977291143832,0.7873040637258195,1.02693791279216,3.325047244904644,3163.8044301897544,62,0.9333333333333333,1.030148954950034,3.5771895372595983,356.0,1.0299999999999998,0.609665608825854
20230902_181620-181820,Multiphase,0.000463817277735077,1.258247173107429,-0.10066212272878225,1.2414960701315545,1.2582472585939948,4.776083503800924,4749.55849127791,62,0.8666666666666667,1.0620200783537317,3.7853579901479772,2.0,1.3099999999999998,0.715665128805218
20230904_120740-120940,Multiphase,-0.0020645924468106996,1.0142165353736448,0.1327575796908258,1.060697637785867,1.0142186367678772,3.761144231341472,3085.918329501873,64,1.0,1.0272910190255442,4.063536697559265,358.0,0.9499999999999998,0.5976004383846585
20230825_165020-165220,Multiphase,-0.000662306250990414,1.0069194555138292,-0.024741653899736926,1.2381672114032343,1.0069196733314114,3.4049727616345367,3041.6616856255087,72,1.2333333333333334,1.16183036708007,3.6000839132411144,358.0,1.0699999999999998,0.5608808570940738
20230912_012700-012900,Multiphase,0.009301071424226575,1.378837464352861,-0.5163041734846984,3.4041674965534696,1.378868834600545,6.103197545150191,5703.8377890979955,62,0.7666666666666666,1.041746186269917,4.182961294298662,138.0,0.22999999999999995,0.869167502687344
20230825_072210-072410,Multiphase,0.0013150461394498645,1.1151177545248963,0.0769890686501933,4.666603623208726,1.1151185299343724,5.0268883657097785,3730.4680074089874,66,0.9333333333333333,0.9800230160857762,3.627687037293458,354.0,1.15,0.715252452994917
20230903_012340-012540,Multiphase,0.0007722867548306275,1.1267209613369156,0.0009863448165550249,0.2993086733658612,1.1267212260105937,3.3765892739746164,3808.502163428446,74,1.2,1.2328150685029808,3.814554584394554,356.0,1.3499999999999999,0.6296654373151822
20230910_210900-211100,Multiphase,0.004593621937457146,1.0500247204806965,-0.012770773998613634,-0.3945931508381668,1.0500347684639155,3.005053455790941,3307.7190449492064,70,0.9333333333333333,1.1595286463437524,4.180370651807527,358.0,1.2899999999999998,0.6449869690615325
20230906_192300-192500,Multiphase,-0.005852204536193259,1.1280606626739766,0.02597429297589509,0.3046028133704941,1.128075842738592,3.341773317751925,3817.6653209111537,70,0.9,1.0698731002671873,4.058531173755443,352.0,0.9899999999999999,0.5688731175259294
20230906_084320-084520,Multiphase,0.005548267647469665,1.049831459026082,-0.0887792586946391,1.7608035173064431,1.0498461199788853,4.22023054476459,3306.5306269041603,62,1.0333333333333332,1.087901540271636,4.26593660743762,354.0,1.13,0.5544114818595705
20230905_125710-125910,Multiphase,-0.0017513250620277078,1.0749962915492761,0.0028078494565549894,-0.5912653638317229,1.0749977181297499,2.913166735449292,3466.860281952507,62,0.8333333333333334,1.0539041124871773,4.356551916491808,350.0,0.8099999999999998,0.6246900186536881
20230907_132440-132640,Multiphase,0.00439978682184405,1.1720491208378034,-0.01750179065407842,0.7248688580890561,1.172057379047948,3.571335960866926,4121.155499342236,66,1.0333333333333332,1.090149743198431,3.7931035227361614,358.0,1.2299999999999998,0.6567369837228275
20230902_210240-210440,Multiphase,0.008487242813117227,0.9111567170330402,-0.03648920370019966,0.5061699245051345,0.9111962446613774,2.9929495652190563,2490.83578885499,68,1.2666666666666666,1.1756312503917061,4.292576511249524,150.0,0.3499999999999999,0.5197493811881615
20230911_033940-034140,Multiphase,0.012417965920414593,0.9090515756663619,-0.024010504388213876,0.08611799982052837,0.9091363886123445,2.682105898360363,2479.5869192972877,64,0.9333333333333333,1.049730720100827,3.8162655670424765,352.0,0.7499999999999999,0.4894532958123659
20230907_171230-171430,Multiphase,0.0015864932100301678,1.2860857951599438,-0.0237163079727143,0.6862969570499149,1.286086773694874,4.027707368278061,4962.05756841867,62,1.0,1.0373460119770506,3.511075376951524,354.0,1.2899999999999998,0.6886866788560108
20230816_163710-163910,Multiphase,0.0042652636843627766,1.1832908287441637,-0.0274266066815586,1.872755052233674,1.1832985159562852,4.289282315570396,4200.58613359304,62,0.9333333333333333,1.0766959585322522,3.9567377019597667,2.0,1.4899999999999998,0.6556938363412901
20230818_005140-005340,Multiphase,-0.0023661440873889673,1.2515299280758305,0.08600135315405985,2.8080572670942434,1.251532164791355,4.654041563910188,4698.998278522007,72,0.9333333333333333,1.009571997661692,3.9527144107620673,356.0,1.2699999999999998,0.7102342842060388
20230905_152730-152930,Multiphase,-0.0016465197777257596,1.1038790048797706,-0.003991612505184586,0.9265906044790602,1.1038802328340387,3.5326125157752957,3655.6547053251943,68,0.9333333333333333,1.060562682998595,3.5238765713018134,358.0,0.9299999999999998,0.5958650526243707
20230902_183500-183700,Multiphase,0.0006767952238573229,1.5884756369127127,-0.0625915519653837,1.2291671324488975,1.5884757810923726,5.335091166860691,7569.76592135107,66,0.9666666666666667,1.1118365592608748,4.228905272893105,358.0,1.2099999999999997,0.790629565886208
20230822_084540-084740,Multiphase,-0.004785386039474486,1.3302377737741606,0.0020642588707638506,0.2824606068561444,1.3302463811998069,3.751733682904939,5308.666304085546,60,1.0,1.051952206434334,3.5116859735199113,356.0,1.0899999999999999,0.6871697778644409
20230828_092630-092830,Multiphase,0.002354590276342428,1.496479521107065,-0.018327653012752132,0.7093865439599476,1.4964813734852165,4.625434418065824,6718.3695035646,60,1.0,1.067689494457523,3.690696052296789,352.0,1.17,0.7185132643070914
20230902_190410-190610,Multiphase,-0.0005245436266090072,1.51380002402241,0.003351533123853175,0.7633632308830265,1.5138001149016558,5.008364844203638,6874.772363628799,66,1.0333333333333332,1.0595188285164998,3.6171986338032296,352.0,1.13,0.732817889558564
20230907_173740-173940,Multiphase,0.001411568679991627,1.5003499989188605,0.01595904882435531,4.061526453747561,1.5003506629391554,6.881209404238632,6753.156335345889,64,0.8666666666666667,1.0362151813379703,3.9213661201162577,2.0,1.2499999999999998,0.7600070746060001
20230823_205700-205900,Multiphase,0.0025004997327592853,1.402541859981805,0.0030183153028194446,0.07761833300064636,1.4025440889683771,4.282276933827427,5901.389764500405,76,1.2,1.2203811049594668,3.892051675516087,358.0,1.2899999999999998,0.7772195207703823
20230911_233920-234120,Multiphase,0.009425738280071387,1.1668176075528836,0.06224328306588501,-0.36480427827500117,1.1668556782385555,3.20258280050508,4084.6565215126784,66,0.8333333333333334,1.1322389309150942,4.382042341793886,152.0,0.5099999999999999,0.6387998534092367
